# Datum der Auswertung: 01.02.2025
# Zeitraum der Auswertung: 01.01.2025 - 01.02.2025
# Z‰hlpunkte:
# DE00721470567000ZE000003260753VS0 NNA/LGS_Saldo_Bosch Batterie Speicher Wernau Junkersstr. P+ Robert Bosch GmbH Batteriespeicher Wernau
# DE00721470567EM0ZE000003260755VS0 VNA/EGS Saldo_Bosch Batterie Speicher Wernau Junkersstr. ‹berschuﬂ P- Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung P+ Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung P- Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q1 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q2 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q3 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q4 Robert Bosch GmbH Batteriespeicher Wernau
Datum/Zeit;NNA/LGS_Saldo_Bosch Batterie Speicher Wernau Junkersstr. P+;VNA/EGS Saldo_Bosch Batterie Speicher Wernau Junkersstr. ‹berschuﬂ P-;Bosch Wernau Batterie-Speicher Abrechnung P+;Bosch Wernau Batterie-Speicher Abrechnung P-;Bosch Wernau Batterie-Speicher Abrechnung Q1;Bosch Wernau Batterie-Speicher Abrechnung Q2;Bosch Wernau Batterie-Speicher Abrechnung Q3;Bosch Wernau Batterie-Speicher Abrechnung Q4
13.01.2025 07:45;117,284;0,6;118,6;0,6;1,48;0,12;0;6,4
13.01.2025 08:00;1,9;33;3,2;33;0,12;0,8;6,2;1,92
13.01.2025 08:15;142,719;0;144,04;0;3,84;0;0;4,88
13.01.2025 08:30;0,525;29,08;2,04;29,08;0,12;1,12;5,24;2,56
13.01.2025 08:45;134,941;0;136,68;0;2,64;0;0;4,36
13.01.2025 09:00;8,707;31,76;10,64;31,76;0,16;2,6;3,12;3,36
13.01.2025 09:15;0;63,6419;0,52;62,28;0,04;8,08;3,88;0,32
13.01.2025 09:30;23,609;15,56;24,96;15,56;0,2;0,72;1,88;10,52
13.01.2025 09:45;51,42;9;52,72;9;0,28;0;4,88;10,76
13.01.2025 10:00;123,691;0;125,16;0;1,84;0;0;5,56
13.01.2025 10:15;129,674;8,92;131,52;8,92;4,52;0;4,32;3,72
13.01.2025 10:30;93,93;0;96,48;0;16,56;0;0;1,84
13.01.2025 10:45;38,397;1,84;41,08;1,84;2,28;0;0,52;5,32
13.01.2025 11:00;36,058;3,64;38,44;3,64;2,8;0,04;1,08;5,08
13.01.2025 11:15;0;180,0223;0;178,12;0;39,44;0,04;0
13.01.2025 11:30;19,682;18,72;21,12;18,72;0,64;0,64;3,2;4,4
13.01.2025 11:45;8,334;8,72;9,64;8,72;0,48;0,2;2,12;6,48
13.01.2025 12:00;12,998;8,92;14,36;8,92;0,6;0,6;1,48;6,36
13.01.2025 12:15;7,578;56;8,96;56;0,16;23,28;0,12;4,04
13.01.2025 12:30;12,073;9,36;13,44;9,36;3,16;0,88;1,2;3
13.01.2025 12:45;15,233;18,32;16,6;18,32;1;3,04;0,88;4,2
13.01.2025 13:00;48,593;0,36;49,96;0,36;1,28;0;0,16;6,68
13.01.2025 13:15;0;56,6519;0,52;55,8;0,04;8;3,12;1,52
13.01.2025 13:30;16,753;12,88;18,12;12,88;0,28;0,32;2,44;5,4
13.01.2025 13:45;1,889;30,16;3,2;30,16;1,08;2,48;3,56;1,44
13.01.2025 14:00;8,5;12,48;9,8;12,48;0,52;0,48;2,92;5,68
13.01.2025 14:15;19,668;17,12;21,04;17,12;0,44;1,04;2,32;5,32
13.01.2025 14:30;3,134;35,32;4,44;35,32;0,32;1,72;4,04;3,4
13.01.2025 14:45;13,908;24,96;15,28;24,96;0,64;1,4;3,68;4
13.01.2025 15:00;4,814;18,2;6,12;18,2;0,12;0,16;4,52;6,64
13.01.2025 15:15;47,049;18,6;48,36;18,6;0,12;1,36;1,68;8,08
13.01.2025 15:30;0;57,1107;0,16;55,96;0;3,72;5,68;0,44
13.01.2025 15:45;0,694;42,92;2;42,92;0,16;3,52;4,04;2,8
13.01.2025 16:00;7,614;30,92;8,92;30,92;0,24;3;2,48;3,8
13.01.2025 16:15;68,964;17,48;70,28;17,48;5;0,16;3,12;2,36
13.01.2025 16:30;119,879;0,12;121,2;0,12;4,2;0;0,04;3,96
13.01.2025 16:45;2,014;58,24;3,32;58,24;0,08;8,68;2,24;1,96
13.01.2025 17:00;0;76,6358;0,76;76,08;0,04;12,44;2,04;1
13.01.2025 17:15;50,694;10,04;52;10,04;2,36;0,36;1,52;4,8
13.01.2025 17:30;0;72,4307;0;71,12;0;8,48;4,12;0,08
13.01.2025 17:45;161,234;0,12;162,56;0,12;4,4;0;0,04;2,04
13.01.2025 18:00;10,129;28,6;11,44;28,6;0,48;2,6;3,04;3,68
13.01.2025 18:15;10,313;15,92;11,68;15,92;0,56;0,08;3,56;4,68
13.01.2025 18:30;0;33,8409;0,36;32,88;0;1;5,36;2,36
13.01.2025 18:45;10,414;5,56;11,76;5,56;0,52;0;1,64;6,72
13.01.2025 19:00;8,483;17,8;9,84;17,8;0,4;0,28;3,64;4,64
13.01.2025 19:15;3,068;58,28;4,44;58,28;0,28;11,88;1,32;3,4
13.01.2025 19:30;8,294;12,92;9,6;12,92;0,28;0,08;2,64;5,6
13.01.2025 19:45;1,283;24,2;2,64;24,2;0,28;0,4;4,44;3,64
13.01.2025 20:00;179,749;0;181,08;0;43,04;0;0;0,12
13.01.2025 20:15;2,143;96,04;3,52;96,04;0,32;28,6;1,56;2,28
13.01.2025 20:30;22,833;6,92;24,2;6,92;3,76;1;0,44;4
13.01.2025 20:45;29,913;12,96;31,28;12,96;2,96;3,68;0,12;3,88
13.01.2025 21:00;199,017;0;200,44;0;48;0;0;0,04
13.01.2025 21:15;1,494;46,16;3,32;46,16;1,84;11,72;0,76;0,2
13.01.2025 21:30;26,112;9,2;27,8;9,2;5,64;1,76;0,36;2,28
13.01.2025 21:45;14,039;9,04;15,6;9,04;4,2;1,8;0,4;1,48
13.01.2025 22:00;48,061;12,52;49,56;12,52;7,52;2,52;0,24;2,68
13.01.2025 22:15;17,657;30,96;19,08;30,96;2,64;12,52;0,2;2,88
13.01.2025 22:30;17,489;5,28;18,8;5,28;4,2;0,72;0,32;2,68
13.01.2025 22:45;17,752;21,28;19,2;21,28;4,12;9,08;0,08;3,08
13.01.2025 23:00;33,678;16,08;35,08;16,08;6,64;4,32;0,2;1,88
13.01.2025 23:15;4,723;40,68;6,08;40,68;0,6;12,64;0,4;1,96
13.01.2025 23:30;31,963;9,04;33,36;9,04;1,12;0,12;1,96;5,24
13.01.2025 23:45;0;37,2366;1,2;37,08;0,28;3,68;4,2;2,4
14.01.2025 00:00;49,917;4,4;51,36;4,4;2,28;0,24;0,48;5,48
14.01.2025 00:15;12,953;57,24;14,32;57,24;0,88;12;1,68;2,92
14.01.2025 00:30;34,353;1,48;35,72;1,48;1,56;0;0,56;6,72
14.01.2025 00:45;43,802;7,12;45,24;7,12;2,72;0,04;1,28;4,84
14.01.2025 01:00;40,445;0,08;42;0,08;0,6;0;0,04;8,72
14.01.2025 01:15;11,258;40;12,88;40;0,12;6,2;1,52;3,92
14.01.2025 01:30;43,099;0;44,68;0;1,76;0;0;6,6
14.01.2025 01:45;31,564;0;32,88;0;0,8;0;0;7,64
14.01.2025 02:00;53,657;0;55,08;0;2,24;0;0;6,4
14.01.2025 02:15;23,659;16,04;25;16,04;1,08;1,36;1,6;5,12
14.01.2025 02:30;21,257;2,44;22,68;2,44;0,6;0,04;0,6;7,24
14.01.2025 02:45;0;127,2688;0;125,8;0;28;0,4;0
14.01.2025 03:00;34,897;1,8;36,32;1,8;0,96;0;0,6;8,16
14.01.2025 03:15;25,912;9,68;27,32;9,68;0,4;0,4;1,16;6,36
14.01.2025 03:30;44,467;1,72;45,88;1,72;0,16;0;0,56;9,4
14.01.2025 03:45;11,06;1,16;12,36;1,16;0,44;0;0,44;9,64
14.01.2025 04:00;36,392;3,08;37,8;3,08;0,32;0,04;0,84;12,6
14.01.2025 04:15;24,262;0,28;25,68;0,28;0,64;0;0,12;7,52
14.01.2025 04:30;26,66;0,16;27,96;0,16;0,52;0;0,08;9
14.01.2025 04:45;0;161,2884;0,16;160;0;44,2;0,04;0,12
14.01.2025 05:00;20,307;6,04;21,72;6,04;2,16;0,12;1,48;5,4
14.01.2025 05:15;54,654;0;56;0;4,4;0;0;8,92
14.01.2025 05:30;14,633;9,8;16;9,8;0,2;0,04;2,08;9,04
14.01.2025 05:45;9,318;23;10,72;23;0,04;0,12;6,16;11,32
14.01.2025 06:00;25,747;6,72;27,16;6,72;0,32;0;4,68;11,52
14.01.2025 06:15;56,81;31,44;58,32;31,44;1,76;1,8;5,08;4,32
14.01.2025 06:30;12,467;5;13,92;5;0,44;0;1,84;9,96
14.01.2025 06:45;7,899;34,68;9,24;34,68;0,08;2,92;2,44;5,12
14.01.2025 07:00;0;134,6009;0;133,28;0;21,68;2,4;0
14.01.2025 07:15;28,66;35,64;29,96;35,64;0,24;2,92;4,8;6,04
14.01.2025 07:30;19,26;4,76;20,56;4,76;0,2;0,04;1,04;12,16
14.01.2025 07:45;4,94;16,44;6,24;16,44;0,2;0,04;3,72;6
14.01.2025 08:00;7,185;16,64;8,48;16,64;0,12;0,2;3,16;7,4
14.01.2025 08:15;42,22;6,28;43,52;6,28;0;0;4,04;15
14.01.2025 08:30;14,1;12,28;15,4;12,28;0;0;8,24;13,4
14.01.2025 08:45;39,705;0;41;0;0;0;0;20,08
14.01.2025 09:00;36,134;0,64;37,44;0,64;0,12;0;0,28;16,76
14.01.2025 09:15;16,974;40,4;18,28;40,4;0,12;6,52;1,72;3,68
14.01.2025 09:30;50,014;5,6;51,32;5,6;0,24;0,48;0,4;9,48
14.01.2025 09:45;46,869;2,04;48,2;2,04;0,12;0;0,8;12,64
14.01.2025 10:00;80,312;1,48;81,76;1,48;1,16;0;0,96;10,28
14.01.2025 10:15;25,353;43,04;27;43,04;0,12;9,52;0,8;8,32
14.01.2025 10:30;48,076;0,48;49,56;0,48;0,4;0;0,2;10,48
14.01.2025 10:45;51,578;0,8;53,2;0,8;0,84;0;0,24;11
14.01.2025 11:00;0;121,8583;0,4;120,56;0;26,44;0,2;0,08
14.01.2025 11:15;13,51;30,56;15,04;30,56;0,68;3,48;2,28;5,04
14.01.2025 11:30;63,016;0;64,48;0;2,44;0;0;6,8
14.01.2025 11:45;61,467;0,72;62,88;0,72;3,28;0;0,16;5,32
14.01.2025 12:00;32,381;1,28;33,84;1,28;1,76;0;0,56;6,84
14.01.2025 12:15;20,906;42,64;22,4;42,64;2,56;12,92;0,6;2,72
14.01.2025 12:30;0;103,7692;0,28;102,56;0,08;45,12;0,4;0
14.01.2025 12:45;18,766;7,44;20,24;7,44;2,6;1,16;1,16;4,4
14.01.2025 13:00;55,771;1,72;57,24;1,72;7,04;0,24;0,2;3,72
14.01.2025 13:15;39,756;1,48;41,24;1,48;2,16;0;0,36;6,4
14.01.2025 13:30;17,788;6,8;19,16;6,8;0,52;0;1,44;6,84
14.01.2025 13:45;0;33,4707;1,08;33,24;0,08;2,84;4,48;3,04
14.01.2025 14:00;0;95,8884;0;94,44;0;43,12;0,32;0
14.01.2025 14:15;30,042;1,72;31,48;1,72;2,6;0,16;0,32;8,48
14.01.2025 14:30;2,292;21,76;3,72;21,76;0,12;0,4;3,72;6,72
14.01.2025 14:45;12,777;5,24;14,2;5,24;0,08;0;2,56;13,76
14.01.2025 15:00;24,279;4,44;25,6;4,44;0,04;0;2,52;13,16
14.01.2025 15:15;44,449;2,24;45,76;2,24;0,08;0;0,96;15,6
14.01.2025 15:30;2,688;20,28;4,08;20,28;0;0,76;5,28;9,04
14.01.2025 15:45;11,602;11,64;13,04;11,64;0,12;0;2,88;8,88
14.01.2025 16:00;33,152;5,16;34,56;5,16;3,84;0;1,76;7,4
14.01.2025 16:15;64,092;23,64;65,52;23,64;7,28;2,68;1,8;1,64
14.01.2025 16:30;2,482;23,24;3,92;23,24;0,24;1,64;3,52;3,96
14.01.2025 16:45;8,452;41,96;9,88;41,96;0,48;4,76;2,32;3,28
14.01.2025 17:00;0;176,1437;0;174,68;0;40,36;0,04;0
14.01.2025 17:15;63,127;3,44;64,56;3,44;0,84;0,12;0,92;9,28
14.01.2025 17:30;2,832;33,16;4,24;33,16;0,04;1,76;4,64;3,88
14.01.2025 17:45;32,294;2,52;33,6;2,52;0,64;0;0,68;12,16
14.01.2025 18:00;20,712;2,16;22,12;2,16;0,4;0,04;0,8;10,6
14.01.2025 18:15;50,062;0,24;51,48;0,24;0,36;0;0,12;9,88
14.01.2025 18:30;7,769;12,16;9,08;12,16;0,24;0;3;5,6
14.01.2025 18:45;12,043;3,88;13,44;3,88;0,24;0;1,32;6,96
14.01.2025 19:00;14,118;4,8;15,52;4,8;0,52;0,08;1,8;6,88
14.01.2025 19:15;29,7;1;31;1;1,04;0;0,36;7,96
14.01.2025 19:30;28,552;9,04;29,96;9,04;0,48;0,88;0,96;6,16
14.01.2025 19:45;43,912;0,44;45,32;0,44;1,36;0;0,12;6,64
14.01.2025 20:00;57,553;0;58,92;0;5,96;0;0;5,08
14.01.2025 20:15;14,919;64,96;16,52;64,96;0,24;13,8;0,68;3,72
14.01.2025 20:30;69,631;0,56;71,12;0,56;9,8;0;0,16;4,16
14.01.2025 20:45;0;102,337;0,36;101,32;0,12;38,68;0,12;0
14.01.2025 21:00;42,369;9,36;43,68;9,36;4,84;1,68;0,48;3,76
14.01.2025 21:15;3,967;47,84;5,4;47,84;0,52;14,12;0,52;1,6
14.01.2025 21:30;56,684;0,84;58;0,84;7,92;0,08;0,16;4,36
14.01.2025 21:45;43,062;10,04;44,48;10,04;9,68;1,32;0,6;2,32
14.01.2025 22:00;101,445;0;103;0;19,84;0;0;2,28
14.01.2025 22:15;20,948;10,36;22,6;10,36;6,12;1,88;0,64;2,12
14.01.2025 22:30;43,663;0,72;45,32;0,72;3,6;0,04;0,28;5,6
14.01.2025 22:45;0;126,5206;0,2;125,16;0,08;62,16;0;0
14.01.2025 23:00;34,169;1,96;35,48;1,96;2,96;0,76;0;5,36
14.01.2025 23:15;28,599;52,76;29,92;52,76;3,96;24,96;0,2;2,44
14.01.2025 23:30;40,032;0;41,44;0;1,52;0;0;6,8
14.01.2025 23:45;47,399;22,04;48,72;22,04;6,28;1,12;3;1,6
15.01.2025 00:00;0;93,7547;0,2;92,44;0;18,32;0,88;0,04
15.01.2025 00:15;0,052;70,36;1,48;70,36;0,16;13,64;2,48;1,68
15.01.2025 00:30;6,838;33,72;8,24;33,72;0,12;1,68;4,6;2,52
15.01.2025 00:45;15,374;21,96;16,68;21,96;0,56;2,64;2,28;5
15.01.2025 01:00;29,107;1,44;30,52;1,44;1,12;0;0,48;7,64
15.01.2025 01:15;8,977;72,32;10,4;72,32;0,12;14,56;0,92;2,68
15.01.2025 01:30;6,078;19,64;7,48;19,64;0,52;1,32;2,8;4,56
15.01.2025 01:45;11,854;17,04;13,16;17,04;0,32;2,08;1,24;6
15.01.2025 02:00;19,193;4;20,56;4;0,56;0;1,2;6,68
15.01.2025 02:15;10,748;53,8;12,12;53,8;0,2;9,32;1,64;3,52
15.01.2025 02:30;7,167;8,84;8,6;8,84;0,6;0,04;1,88;6,56
15.01.2025 02:45;10,668;37,8;12,04;37,8;0,28;5,48;1,28;4,24
15.01.2025 03:00;11,033;10,52;12,4;10,52;0,28;0,04;2,48;5,8
15.01.2025 03:15;4,469;49,64;5,8;49,64;0,2;7,48;2,2;2,64
15.01.2025 03:30;184,358;0;185,76;0;26,6;0;0;0,2
15.01.2025 03:45;7,206;17,8;8,68;17,8;0,56;0,2;3,52;4,48
15.01.2025 04:00;19,737;2,24;21,16;2,24;0,4;0;0,8;7,24
15.01.2025 04:15;16,679;19,96;18;19,96;0,92;0,72;3,08;4,16
15.01.2025 04:30;1,682;17,16;3,12;17,16;0,16;0,08;4,4;3,92
15.01.2025 04:45;0;25,7386;1,08;25,36;0,08;0,44;5,4;2,76
15.01.2025 05:00;17,317;22,04;18,76;22,04;0,76;0,8;3,44;3,68
15.01.2025 05:15;7,753;16,68;9,12;16,68;0,16;0,12;3,16;6,52
15.01.2025 05:30;13,883;4,04;15,24;4,04;0,12;0;2,28;13,52
15.01.2025 05:45;1,061;26,52;2,52;26,52;0,08;0,36;4,88;4
15.01.2025 06:00;19,718;16,2;21,08;16,2;0,16;0,04;4,76;9
15.01.2025 06:15;66,917;15,28;68,36;15,28;0,96;1,44;1,44;6,12
15.01.2025 06:30;13,713;23,76;15,08;23,76;0,16;1,08;2,96;7,04
15.01.2025 06:45;15,387;59,16;16,84;59,16;0,48;10,24;1,28;3,96
15.01.2025 07:00;17,289;44,56;18,6;44,56;0,08;3,56;4,12;3,28
15.01.2025 07:15;31,562;43,32;33;43,32;0,24;2,64;3,68;7,28
15.01.2025 07:30;0;55,6519;0,04;54,32;0;1;12,48;0,8
15.01.2025 07:45;115,467;0,16;116,88;0,16;0,64;0;0,16;6,8
15.01.2025 08:00;3,543;28,88;4,92;28,88;0;0,04;11,8;7,32
15.01.2025 08:15;28,787;21,36;30,2;21,36;0,04;0;10,52;7,96
15.01.2025 08:30;0;52,8629;0,04;51,48;0;1,08;15,92;0,48
15.01.2025 08:45;144,517;0;145,96;0;2,52;0;0;3,96
15.01.2025 09:00;4,597;22,8;6,04;22,8;0,2;0,08;5,64;6,44
15.01.2025 09:15;8,896;4,76;10,36;4,76;0,12;0;1,44;9,72
15.01.2025 09:30;7,883;5,88;9,28;5,88;0,4;0,04;1,64;6,56
15.01.2025 09:45;9,318;21,12;10,68;21,12;0,04;0,72;3,08;6,72
15.01.2025 10:00;34,357;3,48;35,8;3,48;0,2;0;1,28;17,44
15.01.2025 10:15;1,907;55,8;3,36;55,8;0,12;7,92;1,96;4,28
15.01.2025 10:30;34,037;4,28;35,48;4,28;0,12;0;1,36;13,32
15.01.2025 10:45;14,047;5,48;15,48;5,48;0,16;0,04;1,32;14,2
15.01.2025 11:00;26,667;1,16;28,08;1,16;0,08;0;1,2;17,08
15.01.2025 11:15;53,909;6,16;55,24;6,16;0,08;0,08;1,36;12,08
15.01.2025 11:30;104,096;0;105,84;0;0,2;0;0;8,04
15.01.2025 11:45;25,258;8,08;27,16;8,08;0,08;0;2,32;13,24
15.01.2025 12:00;52,963;0;54,84;0;0,04;0;0;17,52
15.01.2025 12:15;18,522;9,04;20,44;9,04;0,44;0,04;1,92;6,72
15.01.2025 12:30;8,445;11,6;10;11,6;0,48;0,16;2,12;5,96
15.01.2025 12:45;7,416;25,52;8,88;25,52;0,16;0,32;3,84;3,68
15.01.2025 13:00;30,633;0,64;32;0,64;0,56;0;0,32;7,52
15.01.2025 13:15;0,512;39,08;1,96;39,08;0,08;4,16;3,2;2,92
15.01.2025 13:30;2,522;10;3,96;10;0,48;0,04;2,8;5,76
15.01.2025 13:45;12,6;22,44;14,12;22,44;0,4;1,32;2,52;4,52
15.01.2025 14:00;11,148;10,2;12,52;10,2;0,48;0;2,64;5,44
15.01.2025 14:15;0;39,7582;0,96;39,28;0,08;0,72;6,68;1,08
15.01.2025 14:30;0,832;31,16;2,28;31,16;0,12;1,4;4,16;3,04
15.01.2025 14:45;0;34,2586;0,32;33,12;0,08;1,68;5,28;1,96
15.01.2025 15:00;1,672;24,16;3,08;24,16;0,24;0,36;4,76;3,44
15.01.2025 15:15;11,672;13,64;13,12;13,64;0,24;0,24;2,76;5,24
15.01.2025 15:30;0;50,2033;0,32;49,08;0,08;4,08;4,56;1,2
15.01.2025 15:45;0;34,177;0,24;33,04;0,04;1,24;5,48;1,56
15.01.2025 16:00;7,788;19,44;9,16;19,44;0,12;0,12;4,52;4,24
15.01.2025 16:15;57,538;17,76;58,92;17,76;1,28;1,84;1,44;4,28
15.01.2025 16:30;96,141;0,08;97,6;0,08;4,36;0;0,04;8,08
15.01.2025 16:45;5,367;52,88;6,8;52,88;0,12;7,84;2,48;2,12
15.01.2025 17:00;3,772;55,52;5,2;55,52;0,12;7,88;2,28;2,36
15.01.2025 17:15;7,8;39;9,32;39;0,2;5,64;2,36;3,6
15.01.2025 17:30;0;43,086;1,24;43;0,12;3,72;4,88;2,08
15.01.2025 17:45;130,616;0;132,08;0;4,04;0;0;5,32
15.01.2025 18:00;0;39,3268;0,96;38,92;0,04;0,68;7,36;0,64
15.01.2025 18:15;6,157;38,48;7,6;38,48;0,12;5,32;1,92;3,32
15.01.2025 18:30;0,592;38,4;2,04;38,4;0,08;2,88;4;2,56
15.01.2025 18:45;169,475;0;171;0;36,88;0;0;0
15.01.2025 19:00;3,787;18,52;5,24;18,52;0,88;0,12;4,48;3,6
15.01.2025 19:15;0;66,7786;0;65,32;0;7,84;4,12;0,12
15.01.2025 19:30;11,957;7,56;13,4;7,56;0,52;0;1,92;6,32
15.01.2025 19:45;17,183;2,2;18,56;2,2;0,48;0;0,8;7,32
15.01.2025 20:00;31,287;7;32,72;7;8,96;0,44;0,96;2,44
15.01.2025 20:15;120,589;1,52;122,16;1,52;29,8;0,56;0,48;1,04
15.01.2025 20:30;24,181;5,08;25,64;5,08;3,92;0,96;0;3,84
15.01.2025 20:45;2,907;37,4;4,36;37,4;0,28;10,12;1,2;2,8
15.01.2025 21:00;8,557;15,28;10;15,28;0,2;0,28;3,32;4,68
15.01.2025 21:15;5,562;51,88;7;51,88;0,16;8,4;2,2;2,88
15.01.2025 21:30;28,232;6,84;29,68;6,84;0,6;0,12;1,08;6,52
15.01.2025 21:45;24,952;20,56;26,4;20,56;1,36;2,88;0,88;4,68
15.01.2025 22:00;77,667;4,12;79,12;4,12;7,12;0;1,44;2,84
15.01.2025 22:15;28,152;9,92;29,6;9,92;0,96;0;1,88;6,16
15.01.2025 22:30;15,071;18,48;16,56;18,48;0,44;0,24;3,36;4,48
15.01.2025 22:45;9,737;40,32;11,16;40,32;0,24;5,44;2;3,48
15.01.2025 23:00;58,671;4,16;60,16;4,16;7;0;0,92;3,8
15.01.2025 23:15;6,787;42,12;8,24;42,12;0,36;5,52;2,4;2,96
15.01.2025 23:30;45,101;0,28;46,56;0,28;4,88;0;0,12;5,32
15.01.2025 23:45;28,392;19,6;29,84;19,6;2,32;0,48;3,04;3,28
16.01.2025 00:00;54,13;1,04;55,68;1,04;6,64;0;0,36;4,36
16.01.2025 00:15;27,667;39,2;29,36;39,2;4,84;5,96;1,32;1,76
16.01.2025 00:30;81,71;0;83,52;0;8,88;0;0;3,48
16.01.2025 00:45;14,374;6,84;16,2;6,84;0,32;0,12;1,4;6,4
16.01.2025 01:00;37,436;3,08;39,16;3,08;1,64;0;0,72;5,96
16.01.2025 01:15;16,773;68,44;18,4;68,44;1,84;15,2;1,16;2,12
16.01.2025 01:30;0;136,6315;0,36;135,64;0,12;35,12;0;0
16.01.2025 01:45;8,397;58,16;9,84;58,16;0,04;10,12;1,84;2,96
16.01.2025 02:00;11,707;6,6;13,12;6,6;0,44;0,08;1,68;6,48
16.01.2025 02:15;9,107;62;10,56;62;0,24;11,92;1,56;2,88
16.01.2025 02:30;1,326;9,32;2,8;9,32;0,24;0;2,24;5,92
16.01.2025 02:45;9,303;16,92;10,68;16,92;0,08;0,72;2,72;4,96
16.01.2025 03:00;166,961;0;168,44;0;17,4;0;0;0,16
16.01.2025 03:15;1,992;38,72;3,44;38,72;0,28;4,6;2,76;3,08
16.01.2025 03:30;8,308;16,72;9,68;16,72;0,12;0,08;3,56;4,64
16.01.2025 03:45;8,061;11,12;9,52;11,12;0,24;0,32;2,84;5,16
16.01.2025 04:00;7,717;7,72;9,16;7,72;0,08;0;2,24;5,84
16.01.2025 04:15;4,428;21,8;5,8;21,8;0,32;0,28;3,8;4,04
16.01.2025 04:30;21,731;20,04;23,2;20,04;0,8;0,6;3,04;3,72
16.01.2025 04:45;0,072;27,6;1,52;27,6;0,04;0,68;5,68;2,12
16.01.2025 05:00;16,353;5,2;17,72;5,2;0,2;0;1,32;6,64
16.01.2025 05:15;17,416;14,36;18,88;14,36;0,36;0,48;2,36;8,44
16.01.2025 05:30;0,913;15,32;2,28;15,32;0,08;0,08;4,08;5,92
16.01.2025 05:45;0,192;37,44;1,64;37,44;0;0,16;14,04;4,12
16.01.2025 06:00;26,793;25,96;28,16;25,96;0,36;0,04;8,16;8,44
16.01.2025 06:15;67,867;64,92;69,32;64,92;3;13,72;0,76;0,68
16.01.2025 06:30;164,606;0,2;166,08;0,2;6;0;0,08;3,52
16.01.2025 06:45;8,561;63,48;10,04;63,48;0,12;10,2;1,44;4,88
16.01.2025 07:00;10,916;36,8;12,4;36,8;0,4;4,6;3,08;2,88
16.01.2025 07:15;72,685;42,16;74,2;42,16;2,28;3,36;3,2;2,64
16.01.2025 07:30;7,631;46,72;9,12;46,72;0;5,84;5,44;8,36
16.01.2025 07:45;0,211;31,92;1,68;31,92;0;0;15,6;5,84
16.01.2025 08:00;2,832;38,8;4,28;38,8;0,04;0,04;11,6;7,24
16.01.2025 08:15;25,012;25,08;26,44;25,08;0;0;10,52;7,6
16.01.2025 08:30;3,125;13,88;4,64;13,88;0;0;8,8;12,92
16.01.2025 08:45;168,858;0;170,24;0;5,16;0;0;1,28
16.01.2025 09:00;17,92;3,36;19,44;3,36;0,04;0;3,28;17,28
16.01.2025 09:15;1,75;34;3,28;34;0,2;4,96;1,76;5
16.01.2025 09:30;23,456;3,16;24,92;3,16;0,08;0;0,72;13,84
16.01.2025 09:45;12,161;15,36;13,64;15,36;0,12;0,36;2,44;11,52
16.01.2025 10:00;22,432;8,84;23,84;8,84;0,32;0,12;1,44;12,44
16.01.2025 10:15;14,68;62,36;16,2;62,36;0,16;13;1,24;8,52
16.01.2025 10:30;16,762;5,88;18,2;5,88;0,24;0;1,48;9,48
16.01.2025 10:45;44,496;17,64;45,96;17,64;0,48;2;1,16;5,8
16.01.2025 11:00;8,941;17,52;10,4;17,52;0,12;0,2;3,76;7
16.01.2025 11:15;17,29;27,44;18,8;27,44;0,32;3,24;1,36;8,8
16.01.2025 11:30;14,896;1;16,4;1;0,52;0;0,4;11,32
16.01.2025 11:45;9,376;20,68;10,88;20,68;0,16;0,04;4,4;5,64
16.01.2025 12:00;13,701;8,96;15,16;8,96;0,16;0;2,2;6,04
16.01.2025 12:15;15,067;32,48;16,52;32,48;0,48;2,48;3,44;2,96
16.01.2025 12:30;20,046;1,88;21,52;1,88;0,48;0;0,56;7,48
16.01.2025 12:45;15,276;29,52;16,76;29,52;0,8;2;3,2;3,04
16.01.2025 13:00;8,221;3,88;9,68;3,88;0,4;0;1,36;6,64
16.01.2025 13:15;2,255;20,32;3,8;20,32;0,16;0,12;4,6;3,52
16.01.2025 13:30;8,05;2,44;9,6;2,44;0,08;0;0,84;7,2
16.01.2025 13:45;17,016;2,84;18,48;2,84;0,32;0;0,92;8,8
16.01.2025 14:00;40,192;1,32;41,64;1,32;1,4;0;0,44;6,24
16.01.2025 14:15;4,621;69,04;6,08;69,04;0,16;12,04;1,36;1,44
16.01.2025 14:30;0,286;34,12;1,76;34,12;0,2;4;2,72;3,28
16.01.2025 14:45;21,301;12,24;22,76;12,24;0,36;0,08;2,36;5,36
16.01.2025 15:00;6,112;27,28;7,56;27,28;0,12;0,68;5,16;2,64
16.01.2025 15:15;164,226;0;165,72;0;4,48;0;0;2,64
16.01.2025 15:30;3,517;15,48;4,96;15,48;0,24;0,04;3,8;4,68
